toreorder,SubjectID,study,ageinmonths,ageinyears,gender,ChildRace_raw,ChildRace,placetested,ChildLang,childspeakers,MothersEdu,daycare/school,siblings,Network Size,NetworkRaceEntropy,RaceEIindex,RaceEIindex_detailedbiracial,LangEntropy_perlang,LangEntropy_percategory,LangEIIndex,NumKin,PropKin,NumAdults,PropAdult,NumChild (total - adult),PropChild,NumHighIntense,NumLowIntense,PropHighIntense,PropLowIntense,NumContexts,groupnodefordaycareteachers+kids,componentratio,Density,NeighorRaceDiv,zipcode,zipcode_og,city,county,suburban/urban,white_zipcode,black_zipcode,americanindian_zipcode,asian_zipcode,nativehawaiian_zipcode,hispanic_zipcode,some_other_race_zipcode,two_or_more_zipcode,NeighborLangDiv,percent_nonenglish,percent_englishonly,percent_spanish_speaking,percent_IndoEuropean_speaking,percent_AsianPacific_speaking,percent_otherlang_speaking,familycomp_raceentro,schoolcomp_raceentro,extra1comp_raceentro,extra2comp_raceentro,extra3comp_raceentro,extra4comp_raceentro,extra5comp_raceentro,median_income
162,RacePref1,RacePref,42.43,3.54,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,16,1.014,-0.5,-0.5,NA,0.868392729,-0.625,6,0.38,9,0.56,7,0.44,NA,NA,NA,NA,4,,0.2,0.3,0.725360195,60515,60515,"Downers Grove, IL",DuPage County,suburban/rural,0.87,0.025,0,0.052,0,0.04,0.001,0.024,0.685610631,0.112,0.888,0.022,0.06,0.026,0.004,0,1.251629167,1,1,NA,NA,NA,98115
163,RacePref2,RacePref,51.15,4.26,Male,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,only,10,0.722,-0.6,-0.6,NA,1.485475297,NA,5,0.50,7,0.70,3,0.30,NA,NA,NA,NA,2,,0.111111111,0.533333333,0.394346956,32080,32080,"Saint Augustine, FL",St. John's County,suburban/rural,0.933,0.004,0,0.003,0.001,0.05,0.002,0.015,0.424531761,0.061,0.939,0.024,0.028,0.001,0.008,0,NA,0.918295834,NA,NA,NA,NA,75719
164,RacePref3,RacePref,48.65,4.05,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,no,sibling,14,0.000,-1,-1,NA,0.985228136,-0.142857143,8,0.57,9,0.64,5,0.36,NA,NA,NA,NA,1,,0,1,0.682150795,46373,46373,"Saint John, IN",Lake County,suburban/rural,0.861,0.012,0.001,0.009,0.001,0.094,0.002,0.04,0.461271905,0.07,0.93,0.041,0.023,0.002,0.004,0,NA,NA,NA,NA,NA,NA,103118
165,RacePref4,RacePref,47.66,3.97,Female,Mixed/Biracial,Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,only,15,1.371,0.6,-0.866666667,NA,0.566509507,-0.733333333,4,0.27,8,0.53,7,0.47,NA,NA,NA,NA,4,,0.214285714,0.276190476,1.482032715,28401,28401,"Wilmington, NC",New Hanover County,suburban/rural,0.482,0.382,0.008,0.004,0.007,0.087,0,0.06,0.476311307,0.078,0.922,0.06,0.012,0.005,0.001,0.811278124,1.521928095,0.918295834,0.721928095,NA,NA,NA,33741
166,RacePref5,RacePref,58.75,4.90,Female,European or White-American,European or White-American,museum,NA,NA,NA,yes,sibling,22,1.341,-0.363636364,-0.363636364,NA,NA,NA,5,0.23,1,0.05,21,0.95,NA,NA,NA,NA,NA,,NA,NA,0.728215251,63119,63119,"Saint Louis, MO",St. Louis County,urban,0.859,0.076,0.001,0.025,0,0.018,0.001,0.04,0.316460238,0.04,0.96,0.008,0.015,0.013,0.004,0,NA,NA,NA,NA,NA,NA,84995
167,RacePref6,RacePref,37.66,3.14,Female,Mixed/Biracial,Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,no,only,6,1.459,0.666666667,-0.666666667,NA,0.918295834,NA,4,0.67,5,0.83,1,0.17,NA,NA,NA,NA,2,,0.2,0.533333333,1.6580147,60625,60625,"Chicago, IL",Cook County,urban,0.455,0.047,0,0.129,0,0.328,0.003,0.075,1.846142145,0.511,0.489,0.282,0.095,0.096,0.038,0.811278124,NA,1.584962501,NA,NA,NA,NA,68770
168,RacePref7,RacePref,48.68,4.06,Male,Asian or Asian-American,Asian or Asian-American,museum,Speaks more than one language,multilingual,NA,no,sibling,9,0.000,-1,-1,NA,0.99107606,NA,4,0.44,4,0.44,5,0.56,NA,NA,NA,NA,2,,0.125,1,1.390466697,21042,21042,"Ellicott City, MD",Howard County,suburban/rural,0.614,0.065,0.001,0.253,0.001,0.031,0.003,0.064,1.175057009,0.25,0.75,0.02,0.085,0.137,0.008,0,NA,0,NA,NA,NA,NA,156812
169,RacePref8,RacePref,50.89,4.24,Female,Mixed/Biracial,Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,sibling,12,1.418,0.666666667,-0.666666667,NA,0.918295834,NA,4,0.33,6,0.50,6,0.50,NA,NA,NA,NA,3,,0.181818182,0.651515152,0.681401554,14534,14534,"Pittsford, NY",Monroe County,suburban/rural,0.866,0.011,0,0.078,0.001,0.025,0,0.038,0.719941614,0.121,0.879,0.017,0.072,0.025,0.007,1.5,1.75,1.251629167,NA,NA,NA,NA,121947
170,RacePref9,RacePref,45.95,3.83,Male,European or White-American,European or White-American,museum,"Speaks only English, Speaks one language (not English)",multilingual,NA,yes,sibling,18,0.310,-0.888888889,-0.888888889,NA,0.309543429,NA,9,0.50,11,0.61,7,0.39,NA,NA,NA,NA,2,,0.058823529,0.647058824,0.40231718,54904,54904,"Oshkosh, WI",Winnebago County,suburban/rural,0.936,0.008,0.001,0.034,0,0.013,0,0.016,NA,NA,NA,NA,NA,NA,NA,0,0.41381685,NA,NA,NA,NA,NA,75722
171,RacePref10,RacePref,59.41,4.95,Female,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,15,0.837,-0.466666667,-0.466666667,NA,0.996791632,NA,3,0.20,5,0.33,10,0.67,NA,NA,NA,NA,4,,0.214285714,0.323809524,0.611788239,50613,50613,"Cedar Falls, IA",Black Hawk County,suburban/rural,0.903,0.023,0.001,0.033,0.002,0.023,0.005,0.021,0.479137571,0.067,0.933,0.015,0.03,0.011,0.011,0,0.591672779,1,0.918295834,NA,NA,NA,62853
172,RacePref12,RacePref,48.85,4.07,Male,"Asian or Asian-American,European or White-American",Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,sibling,15,1.706,0.733333333,-0.866666667,NA,0,-1,7,0.47,8,0.53,7,0.47,NA,NA,NA,NA,2,,0.071428571,0.466666667,0.845108223,60091,60091,"Wilmette, IL",Cook County,suburban/rural,0.803,0.006,0,0.134,0,0.029,0.001,0.054,0.981216026,0.185,0.815,0.02,0.086,0.072,0.007,1.448815636,1.811278124,NA,NA,NA,NA,NA,164556
173,RacePref13,RacePref,50.53,4.21,Male,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,no,sibling,8,1.299,-0.25,-0.25,NA,0.954434003,NA,3,0.38,4,0.50,4,0.50,NA,NA,NA,NA,3,,0.285714286,0.75,1.401942923,60601,60601,"Chicago, IL",Cook County,urban,0.659,0.052,0.004,0.18,0,0.087,0,0.035,1.560554708,0.357,0.643,0.068,0.169,0.096,0.024,0,NA,0,1.459147917,NA,NA,NA,103112
174,RacePref14,RacePref,46.28,3.86,Female,"African or African-American,European or White-American,Hispanic or Latino-American,Mixed/Biracial",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,only,18,1.252,0.666666667,-1,NA,0.764204507,NA,9,0.50,12,0.67,6,0.33,NA,NA,NA,NA,2,,0.058823529,0.529411765,0.731726071,60013,60013,"Cary, IL",McHenry County,suburban/rural,0.853,0.013,0,0.029,0,0.087,0,0.036,0.68405519,0.116,0.884,0.065,0.037,0.012,0.002,1.156779649,1.435520504,NA,NA,NA,NA,NA,100425
175,RacePref15,RacePref,56.55,4.71,Male,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,17,0.978,-0.529411765,-0.529411765,NA,0.672294817,NA,5,0.29,8,0.47,9,0.53,NA,NA,NA,NA,3,,0.125,0.323529412,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,0,1.405639062,0,NA,NA,NA,NA,28965
176,RacePref16,RacePref,52.86,4.41,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,9,0.503,-0.777777778,-0.777777778,NA,0.503258335,-0.777777778,4,0.44,5,0.56,4,0.44,NA,NA,NA,NA,3,,0.25,0.277777778,0.30157489,49083,49083,"Richland, MI",Kalamazoo County,suburban/rural,0.951,0.004,0,0.015,0.001,0.017,0,0.024,NA,NA,NA,NA,NA,NA,NA,0,0.918295834,0,NA,NA,NA,NA,93900
177,RacePref18,RacePref,53.13,4.43,Female,"Asian or Asian-American,European or White-American,Mixed/Biracial",Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,sibling,12,1.551,-0.166666667,-0.166666667,NA,0,-1,3,0.25,6,0.50,6,0.50,NA,NA,NA,NA,3,,0.181818182,0.409090909,0.873218168,60521,60521,"Hinsdale, IL",DuPage County,suburban/rural,0.817,0.011,0,0.11,0,0.043,0.002,0.034,0.879468059,0.15,0.85,0.024,0.062,0.05,0.014,1.584962501,0.650022422,1.521928095,NA,NA,NA,NA,196964
178,RacePref19,RacePref,50.26,4.19,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,18,0.650,-0.666666667,-0.666666667,NA,0,-1,9,0.50,7,0.39,11,0.61,NA,NA,NA,NA,2,,0.058823529,0.588235294,0.97293607,66062,66062,"Olathe, KS",Johnson County,suburban/rural,0.802,0.049,0.002,0.049,0,0.072,0,0.052,0.710965157,0.112,0.888,0.047,0.026,0.029,0.01,0.468995594,0.721928095,NA,NA,NA,NA,NA,100355
179,RacePref20,RacePref,39.51,3.29,Male,"European or White-American,Hispanic or Latino-American",Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,sibling,19,0.831,0.473684211,-1,NA,0,-1,10,0.53,14,0.74,5,0.26,NA,NA,NA,NA,3,,0.111111111,0.385964912,0.947914009,60062,60062,"Northbrook, IL",Cook County,suburban/rural,0.79,0.019,0.001,0.146,0,0.031,0,0.025,1.235950861,0.268,0.732,0.019,0.144,0.093,0.012,0.881290899,0.918295834,0.811278124,NA,NA,NA,NA,112090
180,RacePref21,RacePref,44.14,3.68,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,10,1.295,0.4,0.4,NA,0.468995594,-0.8,3,0.30,5,0.50,5,0.50,NA,NA,NA,NA,2,,0.111111111,0.688888889,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,0,1.061278124,NA,NA,NA,NA,NA,28965
181,RacePref23,RacePref,53.42,4.45,Male,"Asian or Asian-American,Hispanic or Latino-American",Mixed/Biracial,museum,Speaks only English,monolingual,NA,no,sibling,9,1.891,0.333333333,-0.555555556,NA,1.224394445,-0.333333333,7,0.78,6,0.67,3,0.33,NA,NA,NA,NA,2,,0.125,0.777777778,1.486571986,60181,60181,"Villa Park, IL",DuPage County,suburban/rural,0.607,0.053,0.001,0.094,0,0.225,0.001,0.039,1.28589239,0.295,0.705,0.17,0.094,0.026,0.005,1.561278124,NA,0,NA,NA,NA,NA,75730
182,RacePref24,RacePref,36.00,3.00,Male,"Asian or Asian-American,European or White-American",Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,only,12,1.959,0.833333333,-0.5,NA,0.863120569,-0.428571429,3,0.25,9,0.75,3,0.25,NA,NA,NA,NA,2,,0.090909091,0.46969697,1.7442428,85281,85281,"Tempe, AZ",Maricopa County,suburban/rural,0.526,0.053,0.024,0.127,0.002,0.232,0.002,0.069,1.512898505,0.327,0.673,0.146,0.063,0.079,0.039,0.970950594,1.842370993,NA,NA,NA,NA,NA,38264
183,RacePref25,RacePref,40.72,3.39,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,no,sibling,6,0.650,-0.666666667,-0.666666667,NA,0.650022422,-0.666666667,3,0.50,3,0.50,3,0.50,NA,NA,NA,NA,2,,0.2,0.8,1.564775584,20024,20024,"Washington, DC",Washington County,suburban/rural,0.441,0.416,0.007,0.045,0.001,0.061,0.001,0.056,0.755352142,0.119,0.881,0.032,0.045,0.021,0.021,0,NA,0.721928095,NA,NA,NA,NA,84484
184,RacePref26,RacePref,57.80,4.82,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,22,0.000,-1,-1,NA,1.234497797,0,8,0.36,9,0.41,13,0.59,NA,NA,NA,NA,NA,,NA,NA,1.600425622,33021,33021,"Hollywood, FL",Broward County,suburban/rural,0.479,0.153,0.002,0.017,0,0.329,0.004,0.032,1.578289737,0.476,0.524,0.325,0.114,0.009,0.028,0,0,0,0,0,NA,NA,60289
185,RacePref27,RacePref,40.66,3.39,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,13,0.391,-0.846153846,-0.846153846,NA,0,-1,5,0.38,8,0.62,5,0.38,NA,NA,NA,NA,2,,0.083333333,0.615384615,0.353254317,63755,63755,"Jackson, MO",Cape Giradeau County,suburban/rural,0.945,0.015,0,0.007,0.001,0.023,0,0.018,0.153818341,0.017,0.983,0.006,0.001,0.007,0.003,0,0.543564443,NA,NA,NA,NA,NA,65086
186,RacePref28,RacePref,51.48,4.29,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,14,1.700,-0.142857143,-0.142857143,NA,0.591672779,-0.714285714,5,0.36,10,0.71,4,0.29,NA,NA,NA,NA,3,,0.153846154,0.296703297,1.180218467,60532,60532,"Lisle, IL",DuPage County,suburban/rural,0.738,0.047,0.001,0.118,0,0.073,0,0.046,0.972440983,0.179,0.821,0.041,0.071,0.064,0.003,0.650022422,2,1.5,NA,NA,NA,NA,86032
187,RacePref29,RacePref,56.55,4.71,Male,Mixed/Biracial,Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,sibling,15,2.106,0.2,NA,NA,1.052981575,NA,6,0.40,6,0.40,9,0.60,NA,NA,NA,NA,2,,0.071428571,0.485714286,1.362694907,60622,60622,"Chicago, IL",Cook County,urban,0.647,0.061,0.001,0.043,0,0.219,0.003,0.053,1.143936719,0.253,0.747,0.152,0.082,0.016,0.003,1.79248125,1.974937501,NA,NA,NA,NA,NA,101161
188,RacePref30,RacePref,43.55,3.63,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,16,1.299,-0.25,-0.25,NA,0,-1,7,0.44,10,0.63,6,0.38,NA,NA,NA,NA,3,,0.133333333,0.366666667,1.433652399,60618,60618,"Chicago, IL",Cook County,urban,0.483,0.021,0,0.061,0.001,0.404,0.003,0.054,1.48636035,0.452,0.548,0.345,0.061,0.038,0.008,0.543564443,1.459147917,1,NA,NA,NA,NA,78704
189,RacePref32,RacePref,41.81,3.48,Male,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,only,11,0.439,-0.818181818,-0.818181818,NA,0.845350937,NA,2,0.18,7,0.64,4,0.36,NA,NA,NA,NA,2,,0.1,0.927272727,1.397611839,60564,60564,"Naperville, IL",Will County,suburban/rural,0.621,0.063,0.002,0.252,0,0.039,0.002,0.042,1.248160839,0.27,0.73,0.02,0.124,0.115,0.011,0,0.468995594,NA,NA,NA,NA,NA,150318
190,RacePref33,RacePref,36.81,3.07,Male,Mixed/Biracial,Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,sibling,19,2.115,0.368421053,NA,NA,1,NA,10,0.53,2,0.11,17,0.89,NA,NA,NA,NA,3,,NA,0.438596491,1.1619203,60540,60540,"Naperville, IL",DuPage County,suburban/rural,0.734,0.031,0,0.142,0,0.067,0.002,0.047,1.058489625,0.194,0.806,0.044,0.078,0.059,0.013,1.867633891,1.584962501,0.811278124,NA,NA,NA,NA,128247
191,RacePref34,RacePref,54.21,4.52,Male,Other:,Other:,museum,Speaks more than one language,multilingual,NA,yes,sibling,15,1.053,-0.466666667,-0.466666667,NA,1.230959563,NA,11,0.73,8,0.53,7,0.47,NA,NA,NA,NA,2,,0.071428571,0.619047619,0.904836153,60487,60487,"Tinley Park, IL",Cook County,suburban/rural,0.82,0.033,0,0.054,0,0.075,0,0.036,1.056708275,0.191,0.809,0.033,0.069,0.021,0.068,0,1.370950594,NA,NA,NA,NA,NA,100313
192,RacePref35,RacePref,51.35,4.28,Female,Asian or Asian-American,Asian or Asian-American,museum,Speaks more than one language,multilingual,NA,no,sibling,8,0.544,-0.75,-0.75,NA,1.405639062,NA,6,0.75,5,0.63,3,0.38,NA,NA,NA,NA,1,,NA,NA,1.129021081,60565,60565,"Naperville, IL",Will County,suburban/rural,0.729,0.037,0.001,0.156,0,0.039,0.001,0.074,1.030243683,0.205,0.795,0.02,0.095,0.087,0.003,0,NA,NA,NA,NA,NA,NA,137294
193,RacePref36,RacePref,49.51,4.13,Male,"Asian or Asian-American,European or White-American,Mixed/Biracial",Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,sibling,17,1.166,0.411764706,-0.882352941,NA,0,-1,6,0.35,8,0.47,9,0.53,NA,NA,NA,NA,3,,0.125,0.397058824,1.624953341,60202,60202,"Evanston, IL",Cook County,suburban/rural,0.557,0.204,0,0.058,0,0.141,0.007,0.067,1.204208117,0.248,0.752,0.126,0.08,0.031,0.011,0.918295834,1.224394445,0.918295834,NA,NA,NA,NA,79414
194,RacePref37,RacePref,53.32,4.44,Male,Mixed/Biracial,Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,sibling,10,1.522,0.6,-0.2,NA,0.468995594,NA,3,0.30,5,0.50,5,0.50,NA,NA,NA,NA,2,,NA,NA,1.121577416,60067,60067,"Palatine, IL",Cook County,suburban/rural,0.738,0.017,0,0.148,0,0.075,0.001,0.043,1.138454369,0.227,0.773,0.047,0.093,0.084,0.003,0,1.405639062,NA,NA,NA,NA,NA,105294
195,RacePref38,RacePref,58.19,4.85,Male,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,only,16,1.061,-0.5,-0.5,NA,1.014097656,NA,5,0.31,9,0.56,7,0.44,NA,NA,NA,NA,4,,0.2,0.9,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,0,0.816689088,1.370950594,0,NA,NA,NA,28965
196,RacePref39,RacePref,38.68,3.22,Female,"African or African-American,Hispanic or Latino-American,Mixed/Biracial",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,no,only,9,1.352,-0.111111111,-0.777777778,NA,0.918295834,NA,9,1.00,7,0.78,2,0.22,NA,NA,NA,NA,1,,0,1,1.262081394,10473,10473,"New York, New York",Bronx County,urban,0.026,0.334,0.003,0.015,0,0.608,0.006,0.015,1.333936665,0.535,0.465,0.478,0.014,0.008,0.035,1.351644115,NA,NA,NA,NA,NA,NA,41508
197,RacePref40,RacePref,46.09,3.84,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,8,0.544,-0.75,-0.75,NA,0,-1,5,0.63,5,0.63,3,0.38,NA,NA,NA,NA,2,,0.142857143,0.678571429,1.371292444,60056,60056,"Mount Prospect, IL",Cook County,suburban/rural,0.662,0.026,0.003,0.123,0,0.169,0.001,0.034,1.667405269,0.42,0.58,0.135,0.204,0.064,0.017,0,0.721928095,NA,NA,NA,NA,NA,79204
198,RacePref41,RacePref,36.64,3.05,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,no,sibling,11,0.439,-0.818181818,-0.818181818,NA,0,-1,7,0.64,7,0.64,4,0.36,NA,NA,NA,NA,2,,0.1,0.836363636,1.063508498,60561,60561,"Darien, IL",DuPage County,suburban/rural,0.76,0.032,0,0.119,0,0.058,0,0.062,1.125956643,0.225,0.775,0.033,0.121,0.062,0.009,0,NA,0.543564443,NA,NA,NA,NA,99472
199,RacePref42,RacePref,54.24,4.52,Female,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,only,10,0.922,-0.6,-0.6,NA,1.370950594,NA,4,0.40,5,0.50,5,0.50,NA,NA,NA,NA,3,,0.222222222,0.377777778,0.674001163,62958,62958,"Makanda, IL",Jackson County,suburban/rural,0.87,0.032,0.001,0.043,0.001,0.023,0,0.06,NA,NA,NA,NA,NA,NA,NA,0,0.811278124,0.811278124,NA,NA,NA,NA,68947
200,RacePref43,RacePref,49.11,4.09,Male,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,yes,sibling,11,1.096,-0.454545455,-0.454545455,NA,0.865856617,-0.636363636,5,0.45,8,0.73,3,0.27,NA,NA,NA,NA,2,,0.1,0.672727273,1.33142173,90043,90043,"Los Angeles, CA",Los Angeles County,urban,0.043,0.589,0.002,0.012,0.001,0.321,0.008,0.048,1.097712146,0.327,0.673,0.298,0.009,0.007,0.013,0,1.298794941,NA,NA,NA,NA,NA,54729
201,RacePref44,RacePref,39.24,3.27,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,13,0.991,-0.538461538,-0.538461538,NA,0.619382195,-0.692307692,4,0.31,7,0.54,6,0.46,NA,NA,NA,NA,3,,0.166666667,0.641025641,0.949567718,60657,60657,"Chicago, IL",Cook County,urban,0.805,0.025,0.001,0.069,0.001,0.07,0.001,0.057,0.866234175,0.146,0.854,0.049,0.053,0.033,0.011,0,0.986426729,0.721928095,NA,NA,NA,NA,95173
202,RacePref45,RacePref,54.93,4.58,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,10,0.922,-0.6,-0.6,NA,0.468995594,-0.8,5,0.50,6,0.60,4,0.40,NA,NA,NA,NA,2,,0.111111111,0.444444444,1.002926221,61032,61032,"Freeport, IL",Stephenson County,suburban/rural,0.762,0.146,0.001,0.011,0,0.047,0.001,0.064,NA,NA,NA,NA,NA,NA,NA,0.721928095,0.721928095,NA,NA,NA,NA,NA,43586
203,RacePref47,RacePref,46.45,3.87,Female,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,16,1.805,0.5,0.5,NA,1.121640762,NA,3,0.19,7,0.44,9,0.56,NA,NA,NA,NA,3,,0.133333333,0.666666667,1.6580147,60625,60625,"Chicago, IL",Cook County,urban,0.455,0.047,0,0.129,0,0.328,0.003,0.075,1.846142145,0.511,0.489,0.282,0.095,0.096,0.038,1.405639062,1.867633891,0.721928095,NA,NA,NA,NA,68770
204,RacePref49,RacePref,54.90,4.58,Female,Hispanic or Latino-American,Hispanic or Latino-American,museum,Speaks only English,monolingual,NA,yes,sibling,20,1.192,0.8,0.8,NA,0.503258335,-0.777777778,9,0.45,12,0.60,8,0.40,NA,NA,NA,NA,3,,0.105263158,0.357894737,1.497830975,60803,60803,"Alsip, IL",Cook County,suburban/rural,0.552,0.198,0.001,0.01,0,0.227,0,0.025,0.988797447,0.204,0.796,0.148,0.022,0.012,0.022,0.684038436,1.370950594,0.918295834,NA,NA,NA,NA,62045
205,RacePref50,RacePref,39.84,3.32,Male,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,yes,sibling,11,0.439,-0.818181818,-0.818181818,NA,0,-1,5,0.45,7,0.64,4,0.36,NA,NA,NA,NA,3,,0.2,0.618181818,1.695542311,60640,60640,"Chicago, IL",Cook County,urban,0.553,0.166,0.003,0.109,0,0.143,0.002,0.049,1.587830324,0.341,0.659,0.12,0.096,0.066,0.059,0,0.650022422,0,NA,NA,NA,NA,57221
206,RacePref51,RacePref,57.43,4.79,Male,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,yes,sibling,11,0.439,-0.818181818,-0.818181818,NA,0,-1,5,0.45,7,0.64,4,0.36,NA,NA,NA,NA,3,,0.2,0.618181818,1.076679862,60409,60409,"Calumet City, IL",Cook County,suburban/rural,0.097,0.743,0.001,0.001,0,0.151,0,0.014,0.779985462,0.164,0.836,0.137,0.009,0.001,0.017,0,0.650022422,0,NA,NA,NA,NA,44444
207,RacePref52,RacePref,41.48,3.46,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,19,1.105,-0.368421053,-0.368421053,NA,0,-1,5,0.26,12,0.63,7,0.37,NA,NA,NA,NA,4,,0.166666667,0.263157895,0.583120146,45243,45243,"Cincinnati, OH",Hamilton County,urban,0.893,0.017,0,0.046,0,0.025,0,0.038,0.583896254,0.089,0.911,0.034,0.027,0.026,0.002,0.863120569,0.650022422,0.918295834,1.5,NA,NA,NA,136406
208,RacePref53,RacePref,36.64,3.05,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,only,9,NA,NA,NA,NA,0,-1,6,0.67,7,0.78,2,0.22,NA,NA,NA,NA,2,,0.125,0.666666667,1.368925246,60641,60641,"Chicago, IL",Cook County,urban,0.366,0.019,0.001,0.045,0,0.54,0.005,0.047,1.646187306,0.62,0.38,0.465,0.106,0.032,0.017,0,1.370950594,NA,NA,NA,NA,NA,63545
209,RacePref55,RacePref,41.28,3.44,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,no,sibling,11,1.096,-0.454545455,-0.454545455,NA,0,-1,4,0.36,4,0.36,7,0.64,NA,NA,NA,NA,3,,0.2,0.563636364,0.90207038,60010,60010,"Barrington, IL",Lake County,suburban/rural,0.81,0.01,0,0.125,0.003,0.038,0.001,0.025,0.973429268,0.183,0.817,0.031,0.088,0.061,0.003,0,NA,1.5,0.811278124,NA,NA,NA,143340
210,RacePref56,RacePref,43.22,3.60,Male,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,17,0.672,-0.647058824,-0.647058824,NA,0.640206433,NA,8,0.47,10,0.59,7,0.41,NA,NA,NA,NA,3,,0.125,0.522058824,0.424893398,45419,45419,"Dayton, OH",Montgomery County,suburban/rural,0.928,0.016,0,0.018,0,0.017,0.003,0.035,0.449951752,0.064,0.936,0.004,0.033,0.017,0.01,0,0.543564443,0.863120569,NA,NA,NA,NA,79860
211,RacePref57,RacePref,50.95,4.25,Female,"Hispanic or Latino-American,Mixed/Biracial",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,only,10,1.361,0.2,-0.4,NA,0.881290899,NA,2,0.20,5,0.50,5,0.50,NA,NA,NA,NA,2,,0.111111111,0.666666667,1.692340291,60607,60607,"Chicago, IL",Cook County,urban,0.522,0.144,0,0.225,0,0.083,0.002,0.048,1.186682418,0.239,0.761,0.047,0.073,0.112,0.007,1.370950594,1.148834854,NA,NA,NA,NA,NA,102726
212,RacePref58,RacePref,52.57,4.38,Male,"African or African-American,Hispanic or Latino-American",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,only,16,2.149,0.375,-0.375,NA,1.198192411,NA,4,0.25,10,0.63,6,0.38,NA,NA,NA,NA,4,,0.2,0.3,1.543162189,60201,60201,"Evanston, IL",Cook County,suburban/rural,0.622,0.129,0,0.118,0.001,0.099,0.004,0.054,1.199919752,0.233,0.767,0.078,0.057,0.085,0.013,1.5,2.128085279,1.5,0.918295834,NA,NA,NA,78250
213,RacePref59,RacePref,59.08,4.92,Female,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,17,1.383,-0.176470588,-0.176470588,NA,0.787126586,NA,3,0.18,8,0.47,9,0.53,NA,NA,NA,NA,5,,0.25,0.330882353,1.121577416,60067,60067,"Palatine, IL",Cook County,suburban/rural,0.738,0.017,0,0.148,0,0.075,0.001,0.043,1.138454369,0.227,0.773,0.047,0.093,0.084,0.003,0,1.448815636,0.970950594,0.721928095,0,NA,NA,105294
